-0.026762, 0.851471, 
-0.037716, 0.866532, 
-0.045417, 0.873378, 
-0.052948, 0.878170, 
-0.061847, 0.882962, 
-0.070747, 0.885700, 
-0.081016, 0.886898, 
-0.096077, 0.885529, 
-0.105832, 0.883133, 
-0.113705, 0.879710, 
-0.122262, 0.875774, 
-0.130819, 0.868244, 
-0.136638, 0.862253, 
-0.142971, 0.854552, 
-0.147592, 0.845139, 
-0.153411, 0.831447, 
-0.15632, 0.819638, 
-0.158716, 0.809711, 
-0.160941, 0.798758, 
-0.162824, 0.787805, 
-0.164193, 0.777536, 
-0.16522, 0.765213, 
-0.161163, 0.376286, 
-0.207361, 0.356306, 
-0.214272, 0.364598, 
-0.213146, 0.464524, 
-0.211942, 0.588420, 
-0.211075, 0.650030, 
-0.209375, 0.703773, 
-0.208348, 0.735777, 
-0.205439, 0.763845, 
-0.202701, 0.783527, 
-0.198422, 0.800983, 
-0.195684, 0.810739, 
-0.192945, 0.820494, 
-0.188324, 0.830592, 
-0.181307, 0.844797, 
-0.17121, 0.859858, 
-0.157689, 0.875090, 
-0.141259, 0.888610, 
-0.126541, 0.898366, 
-0.112164, 0.905040, 
-0.098301, 0.909490, 
-0.084096, 0.912742, 
-0.069378, 0.914624, 
-0.050723, 0.914967, 
-0.037716, 0.913255, 
-0.026762, 0.910346, 
-0.014098, 0.904013, 
-0.004513, 0.897681, 
0.004557, 0.890150, 
0.012088, 0.880566, 
0.018591, 0.871495, 
0.023212, 0.859858, 
0.026464, 0.850102, 
0.028175, 0.838293, 
0.028175, 0.820323, 
0.025951, 0.809883, 
0.021843, 0.796191, 
0.016366, 0.783355, 
0.007980, 0.770177, 
-0.001946, 0.756999, 
-0.013242, 0.746901, 
-0.023682, 0.738686, 
-0.03241, 0.732867, 
-0.043535, 0.726877, 
-0.047985, 0.725166, 
-0.048669, 0.717122, 
-0.035491, 0.716095, 
-0.015124, 0.713528, 
0.005755, 0.707538, 
0.018934, 0.701205, 
0.032968, 0.691450, 
0.044948, 0.677245, 
0.054874, 0.661499, 
0.062747, 0.642673, 
0.066341, 0.626928, 
0.068224, 0.610840, 
0.068052, 0.594410, 
0.066341, 0.582430, 
0.062747, 0.567027, 
0.056415, 0.549912, 
0.050767, 0.539814, 
0.043236, 0.528348, 
0.034337, 0.519106, 
0.025437, 0.510035, 
0.013970, 0.501135, 
0.005413, 0.495316, 
-0.005369, 0.489669, 
-0.020943, 0.482823, 
-0.034977, 0.478373, 
-0.0473, 0.475806, 
-0.064757, 0.473410, 
-0.078449, 0.472383, 
-0.091969, 0.472725, 
-0.109426, 0.475635, 
-0.12192, 0.481625, 
-0.132702, 0.490695, 
-0.142115, 0.501991, 
-0.111822, 0.544778, 
-0.10412, 0.540841, 
-0.103949, 0.531770, 
-0.101553, 0.521502, 
-0.097103, 0.514314, 
-0.088204, 0.504216, 
-0.077422, 0.497884, 
-0.070405, 0.495316, 
-0.059109, 0.493434, 
-0.046273, 0.494974, 
-0.029672, 0.500793, 
-0.017178, 0.510548, 
-0.006567, 0.523384, 
0.002846, 0.539301, 
0.010547, 0.558640, 
0.013457, 0.576269, 
0.016024, 0.592356, 
0.015511, 0.613578, 
0.01261, 0.631035, 
0.007296, 0.646096, 
-0.000577, 0.660986, 
-0.010675, 0.673308, 
-0.020772, 0.681181, 
-0.033266, 0.689396, 
-0.05175, 0.696071, 
-0.064586, 0.698980, 
-0.084781, 0.700692, 
-0.118839, 0.700178, 
-0.124829, 0.699323, 
-0.124658, 0.720716, 
-0.111822, 0.721229, 
-0.093338, 0.723625, 
-0.07417, 0.730471, 
-0.058424, 0.738686, 
-0.044048, 0.750153, 
-0.034464, 0.761791, 
-0.028816, 0.772744, 
-0.023511, 0.784211, 
-0.020943, 0.797731, 
-0.019403, 0.811252, 
-0.019232, 0.825971, 
-0.021799, 0.836924, 
-0.026762, 0.851471, 
-0.037716, 0.866532, 
-0.045417, 0.873378, 
-0.052948, 0.878170, 
-0.061847, 0.882962, 
-0.070747, 0.885700, 
-0.081016, 0.886898, 
-0.096077, 0.885529, 
-0.105832, 0.883133, 
-0.113705, 0.879710, 
-0.122262, 0.875774, 
-0.130819, 0.868244, 
-0.136638, 0.862253, 
-0.142971, 0.854552, 
-0.147592, 0.845139, 
-0.153411, 0.831447, 
-0.15632, 0.819638, 
-0.158716, 0.809711, 
-0.160941, 0.798758, 
-0.162824, 0.787805, 
-0.164193, 0.777536, 
-0.16522, 0.765213, 
-0.161163, 0.376286, 
